age,wage,educ
43,0,some college but no degree
41,85000,master's degree
50,229339,professional school degree
33,45000,"associate's degree, occupational/vocational program"
45,10000,"associate's degree, occupational/vocational program"
26,38400,bachelor's degree
40,85000,master's degree
42,48000,high school diploma or equivalent
50,0,doctorate degree
21,4000,bachelor's degree
36,229339,some college but no degree
32,0,high school diploma or equivalent
39,0,high school diploma or equivalent
37,50000,some college but no degree
37,38000,some college but no degree
47,0,bachelor's degree
38,35000,high school diploma or equivalent
40,50000,master's degree
33,69000,master's degree
38,75000,high school diploma or equivalent
27,20000,bachelor's degree
44,12270,high school diploma or equivalent
39,0,some college but no degree
32,29800,"associate's degree, occupational/vocational program"
49,0,master's degree
37,30000,high school diploma or equivalent
28,6000,some college but no degree
31,80000,high school diploma or equivalent
31,8120,some college but no degree
37,72037,bachelor's degree
26,7500,bachelor's degree
39,0,professional school degree
43,62000,"associate's degree, academic program"
35,52000,bachelor's degree
31,19000,some college but no degree
44,50000,bachelor's degree
42,29000,high school diploma or equivalent
20,25630,high school diploma or equivalent
40,40000,some college but no degree
22,0,some college but no degree
32,75000,bachelor's degree
45,25000,"associate's degree, occupational/vocational program"
33,39000,high school diploma or equivalent
33,27000,high school diploma or equivalent
37,39000,high school diploma or equivalent
31,35000,bachelor's degree
34,40000,high school diploma or equivalent
41,16500,high school diploma or equivalent
25,29000,bachelor's degree
49,21176,high school diploma or equivalent
24,13000,high school diploma or equivalent
20,0,high school diploma or equivalent
25,1980,bachelor's degree
23,0,some college but no degree
47,58000,bachelor's degree
41,30000,"associate's degree, occupational/vocational program"
37,45000,high school diploma or equivalent
34,65000,master's degree
33,229339,bachelor's degree
23,17000,bachelor's degree
39,45000,high school diploma or equivalent
50,50300,high school diploma or equivalent
38,229339,professional school degree
32,60700,"associate's degree, academic program"
42,29000,high school diploma or equivalent
41,34000,high school diploma or equivalent
41,0,some college but no degree
48,0,high school diploma or equivalent
26,24600,some college but no degree
47,20000,high school diploma or equivalent
46,12002,high school diploma or equivalent
29,18000,some college but no degree
44,65000,master's degree
31,12000,grade 11
32,480,high school diploma or equivalent
44,103000,bachelor's degree
37,0,high school diploma or equivalent
22,10000,grade 9
40,8000,bachelor's degree
45,0,doctorate degree
21,3600,some college but no degree
22,5000,some college but no degree
40,48000,high school diploma or equivalent
21,10000,bachelor's degree
50,45000,"associate's degree, academic program"
28,43000,some college but no degree
27,33000,high school diploma or equivalent
20,1440,some college but no degree
46,120037,master's degree
42,60000,high school diploma or equivalent
21,10867,some college but no degree
50,44000,some college but no degree
32,73000,master's degree
21,21800,"associate's degree, academic program"
45,4160,some college but no degree
20,21000,some college but no degree
39,31000,grade 10
48,20800,grade 10
29,35000,high school diploma or equivalent
31,0,high school diploma or equivalent
27,15000,bachelor's degree
25,32000,high school diploma or equivalent
49,32900,high school diploma or equivalent
45,80000,professional school degree
40,45000,high school diploma or equivalent
48,75000,professional school degree
26,20000,"associate's degree, occupational/vocational program"
41,70000,bachelor's degree
45,55300,high school diploma or equivalent
47,58000,bachelor's degree
24,37000,bachelor's degree
47,28800,high school diploma or equivalent
35,52000,some college but no degree
33,38125,"associate's degree, academic program"
49,78000,some college but no degree
36,56100,some college but no degree
36,66000,high school diploma or equivalent
42,105000,bachelor's degree
38,80000,high school diploma or equivalent
29,63000,bachelor's degree
46,1300,master's degree
26,47500,bachelor's degree
26,43000,bachelor's degree
33,63000,master's degree
33,100000,master's degree
37,40000,high school diploma or equivalent
42,50000,some college but no degree
36,65000,bachelor's degree
36,52000,high school diploma or equivalent
41,229339,bachelor's degree
39,65000,high school diploma or equivalent
36,56000,high school diploma or equivalent
28,30000,high school diploma or equivalent
33,35000,bachelor's degree
44,13462,some college but no degree
30,53000,high school diploma or equivalent
28,0,high school diploma or equivalent
25,18000,"associate's degree, academic program"
47,0,professional school degree
38,52000,some college but no degree
43,0,some college but no degree
35,18000,some college but no degree
27,10000,master's degree
34,0,some college but no degree
49,74000,doctorate degree
39,229339,bachelor's degree
42,48000,high school diploma or equivalent
38,52800,bachelor's degree
37,0,bachelor's degree
24,33000,some college but no degree
33,19500,high school diploma or equivalent
41,0,high school diploma or equivalent
33,12000,some college but no degree
40,0,some college but no degree
29,55000,master's degree
48,42500,some college but no degree
44,0,high school diploma or equivalent
24,9000,high school diploma or equivalent
23,0,grade 11
45,60000,bachelor's degree
46,229339,"associate's degree, academic program"
24,40000,bachelor's degree
20,15000,high school diploma or equivalent
25,30000,bachelor's degree
22,10000,bachelor's degree
48,80000,professional school degree
45,0,high school diploma or equivalent
46,0,professional school degree
42,50000,master's degree
34,0,high school diploma or equivalent
38,69500,high school diploma or equivalent
33,60000,some college but no degree
40,50000,bachelor's degree
44,229339,bachelor's degree
20,7400,some college but no degree
47,87000,master's degree
50,62900,bachelor's degree
46,68500,doctorate degree
31,45000,bachelor's degree
48,45600,high school diploma or equivalent
32,92037,bachelor's degree
44,50000,bachelor's degree
30,65000,bachelor's degree
50,40000,some college but no degree
23,22000,some college but no degree
39,0,high school diploma or equivalent
28,2400,master's degree
33,55000,high school diploma or equivalent
41,0,high school diploma or equivalent
29,16000,some college but no degree
39,65000,master's degree
39,10400,high school diploma or equivalent
23,27000,bachelor's degree
26,0,grades 7 or 8
45,55000,some college but no degree
48,140000,master's degree
23,24000,high school diploma or equivalent
47,0,some college but no degree
40,0,grade 11
40,65000,some college but no degree
43,0,grade 10
41,0,high school diploma or equivalent
25,20000,high school diploma or equivalent
46,32442,master's degree
27,20000,some college but no degree
42,6000,high school diploma or equivalent
36,85000,doctorate degree
30,24000,high school diploma or equivalent
44,33000,professional school degree
20,13000,high school diploma or equivalent
32,75000,bachelor's degree
36,37000,some college but no degree
41,15000,high school diploma or equivalent
39,0,grade 11
48,7000,some college but no degree
50,13000,high school diploma or equivalent
33,40000,bachelor's degree
31,38000,bachelor's degree
50,58000,bachelor's degree
21,0,"associate's degree, academic program"
24,22000,"associate's degree, academic program"
35,0,high school diploma or equivalent
43,20280,some college but no degree
47,0,master's degree
32,22000,high school diploma or equivalent
47,45000,doctorate degree
50,40000,high school diploma or equivalent
47,45000,bachelor's degree
21,24000,high school diploma or equivalent
39,18000,bachelor's degree
36,35000,"associate's degree, occupational/vocational program"
27,0,bachelor's degree
43,17000,high school diploma or equivalent
31,11000,some college but no degree
30,0,master's degree
44,13000,high school diploma or equivalent
36,0,high school diploma or equivalent
35,23000,high school diploma or equivalent
29,34607,bachelor's degree
29,40000,bachelor's degree
48,100000,some college but no degree
39,49000,bachelor's degree
41,36200,high school diploma or equivalent
44,50800,some college but no degree
23,16000,some college but no degree
35,0,grades 7 or 8
42,40000,high school diploma or equivalent
37,18200,high school diploma or equivalent
39,40000,some college but no degree
47,229339,professional school degree
49,95000,bachelor's degree
29,44600,high school diploma or equivalent
50,82000,bachelor's degree
